ship_code	cruise_id_guess	n_files	n_subzips	lon_min	lon_max	lat_min	lat_max	n_keep	n_exclude
KR	KR19-09	2	1	134.990994	138.792822	32.67022	34.461547	2	0
KR	KR19-10C	2	1	130.825061	132.468077	29.769963	32.365411	2	0
KR	KR19-11	2	1	130.094887	130.57415	30.49534	31.055499	2	0
KR	KR20-09	2	1	135.152098	139.625685	32.856827	35.051062	2	0
KR	KR20-10	2	1	131.611137	133.014373	30.635759	32.434069	2	0
KR	KR20-11	2	1	127.76411	131.151667	27.187893	31.383388	2	0
KR	KR20-12	2	1	126.459187	138.145208	26.379776	34.515374	2	0
KR	KR20-13S	2	1	136.522568	139.337613	32.817568	34.82126	2	0
KR	KR21-02C	2	1	138.59148	138.689793	34.766112	35.038115	2	0
KR	KR21-06	2	1	136.511658	139.251649	33.533448	34.714207	2	0
KR	KR21-12C	2	1	133.295595	139.587619	32.989762	35.088205	2	0
KR	KR21-13	2	1	134.295509	139.743295	33.082728	35.159446	2	0
KR	KR21-15C	2	1	137.902802	139.862254	37.228815	40.80571	2	0
KR	KR21-16	2	1	139.212702	139.979186	33.072099	35.061197	2	0
KR	KR21-17C	2	1	138.609609	139.526837	34.61773	35.04929	2	0
KR	KR21-18C	2	1	139.11264	139.596064	34.982052	35.195893	2	0
KR	KR21-20	2	1	134.60995	138.190885	32.611628	34.542757	2	0
KR	KR21-E04	2	1	139.199364	139.599365	34.977334	35.077075	2	0
KR	KR04-12	1	1	139.325286	139.621562	34.989602	35.080118	1	0
KR	KR08-11	1	1	137.49073	137.692287	34.164227	34.397578	1	0
KR	KR08-12	1	1	136.336338	136.868733	33.4062	33.592787	1	0
KR	KR09-E02	1	1	138.554437	138.655768	34.684155	34.918797	1	0
KR	KR13-05	1	1	143.76613	144.159416	37.839123	38.048749	1	0
KR	KR14-03	1	1	139.112376	139.77531	34.910318	35.194061	1	0
KR	KR14-E04	1	1	139.501743	142.102365	33.426919	34.780247	1	0
KR	KR16-07	1	1	136.965406	137.008584	33.541972	33.594175	1	0
KR	KR17-02	1	1	138.615036	139.369047	34.584051	35.070726	1	0
KR	KR17-12	1	1	138.550972	138.636517	34.965542	35.03926	1	0
KR	KR18-02C	1	1	126.923325	139.531046	26.718233	34.95242	1	0
KR	KR18-05	1	1	138.318418	139.282203	34.51782	34.956046	1	0
KR	KR18-08	1	1	138.122307	141.756566	33.038885	34.99712	1	0
KR	KR18-10	1	1	138.581667	138.63306	34.964028	35.002677	1	0
KR	KR19-03	1	1	135.141568	139.237871	32.85417	34.898288	1	0
KR	KR19-08	1	1	138.464269	141.795197	33.333708	34.992393	1	0
KR	KR20-07	1	1	139.599831	141.722819	33.313173	34.762777	1	0
KR	KR20-E07	1	1	139.348679	139.383777	35.024084	35.0448	1	0
KR	KR21-08	1	1	139.510846	139.579149	34.611133	34.683217	1	0
KR	KR21-09	1	1	138.591306	138.672417	34.959454	35.015403	1	0
KR	KR21-11	1	1	138.56301	138.677472	34.976311	35.031964	1	0
KS	KS-22-J01	3	2	138.573555	139.773242	34.56688	35.169381	3	0
KS	KS-17-J09C	2	1	141.483425	143.58791	35.392128	39.953393	2	0
KS	KS-19-13	2	1	141.388918	145.821738	37.355573	39.55984	2	0
KS	KS-19-14	2	1	141.130964	145.301219	35.621016	39.655217	2	0
KS	KS-19-16	2	1	136.561346	137.110399	32.888412	33.732354	2	0
KS	KS-19-8	2	1	130.207412	134.825876	25.648296	28.371565	0	0
KS	KS-19-J01	2	1	136.172444	136.24984	33.503277	33.712566	2	0
KS	KS-19-J04	2	1	138.443367	141.513017	34.043219	34.989972	2	0
KS	KS-20-11	2	1	140.133136	145.351031	34.974768	42.817232	2	0
KS	KS-20-14	2	1	140.960103	145.489914	35.716502	38.85509	2	0
KS	KS-20-16	2	1	143.051153	146.397405	39.060734	42.831551	2	0
KS	KS-20-17	2	1	140.640453	142.183854	35.342095	37.560562	2	0
KS	KS-20-2	2	1	130.588088	139.270082	31.150911	34.962354	2	0
KS	KS-20-E01C	2	1	129.093901	134.81831	28.095325	33.757044	2	0
KS	KS-20-J06	2	1	135.161218	141.465858	33.225191	34.966174	0	0
KS	KS-20-J07	2	1	140.38764	141.269546	33.72431	34.548684	2	0
KS	KS-21-1	2	1	138.565679	139.757344	34.52699	35.109579	2	0
KS	KS-21-18	2	1	130.586595	139.584867	30.905566	34.99349	2	0
KS	KS-21-19	2	1	139.690833	141.103583	34.549628	35.317318	2	0
KS	KS-21-2	2	1	138.931679	142.148909	26.099212	35.176634	2	0
KS	KS-21-27	2	1	131.28245	138.364402	30.353164	34.441141	2	0
KS	KS-21-5	2	1	140.136259	146.378515	34.947575	42.420626	2	0
KS	KS-21-J04	2	1	138.313156	139.779729	34.124358	35.285627	2	0
KS	KS-21-J05	2	1	135.163897	139.13821	32.687426	34.785008	2	0
KS	KS-22-12	2	1	139.685115	141.60617	31.857437	34.863662	2	0
KS	KS-22-2	2	1	139.115068	139.777364	34.542819	35.186263	2	0
KS	KS-22-3	2	1	134.348524	137.193427	32.908952	33.769148	2	0
KS	KS-22-4	2	1	126.864567	136.301904	26.34089	33.635742	2	0
KS	KS-22-9	2	1	128.637844	139.191178	29.885402	35.014301	2	0
KS	KS-22-J02C	2	1	134.365915	139.210011	32.45309	34.989967	2	0
KS	KS-22-J03	2	1	135.080563	139.027047	32.825688	34.496574	2	0
KS	KS-22-J05	2	1	134.525351	138.326528	32.732952	34.199925	2	0
KS	KS-22-J06	2	1	135.362647	139.45014	33.095233	34.953324	2	0
KS	KS-16-J05	1	1	138.875512	139.085833	33.429812	33.515362	1	0
KS	KS-17-J07C	1	1	139.449319	139.598021	34.533737	34.645372	1	0
KS	KS-17-J08C	1	1	141.741629	141.992738	38.32413	38.526706	1	0
KS	KS-18-J04	1	1	136.165911	136.895968	32.839251	33.41792	1	0
KS	KS-18-J08	1	1	133.676025	139.388528	33.061778	35.142613	1	0
KS	KS-19-10	1	1	141.734193	146.018334	35.98609	42.656325	1	0
KS	KS-19-11	1	1	135.518597	140.477983	38.144651	42.023742	1	0
KS	KS-19-12	1	1	140.885426	146.456707	38.200328	42.674302	1	0
KS	KS-19-5	1	1	143.649114	145.009018	37.884504	38.156269	1	0
KS	KS-19-J05	1	1	137.077583	139.394092	34.346759	35.025907	1	0
KS	KS-20-1	1	1	139.209217	139.969551	32.093376	34.98505	1	0
KS	KS-20-18	1	1	140.660309	145.55986	40.519667	42.799235	1	0
KS	KS-20-J02	1	1	134.943843	136.962719	32.913082	34.049551	1	0
KS	KS-20-J03	1	1	138.509761	139.219654	34.585216	35.077814	1	0
KS	KS-21-10	1	1	135.874533	139.407666	32.821459	34.867746	1	0
KS	KS-21-11	1	1	133.144506	139.437406	29.96418	35.000838	1	0
KS	KS-21-12	1	1	131.573692	135.061291	35.064463	38.039635	1	0
KS	KS-21-13	1	1	135.008138	140.713123	36.995854	42.111463	1	0
KS	KS-21-14	1	1	139.633678	142.303889	34.818096	40.283228	1	0
KS	KS-21-15	1	1	127.596247	138.740938	25.982121	34.443017	1	0
KS	KS-21-4	1	1	139.753208	142.907895	34.853636	42.267366	1	0
KS	KS-21-6	1	1	139.635327	141.050184	41.34993	44.578715	1	0
KS	KS-21-7	1	1	141.343336	145.167949	38.207295	42.503256	1	0
KS	KS-21-8	1	1	139.107994	141.590761	34.863448	35.833946	1	0
KS	KS-21-9	1	1	133.356577	138.857722	28.017168	34.442895	1	0
KS	KS-21-J03	1	1	135.94155	139.071268	33.357626	34.60085	1	0
KS	KS-22-10	1	1	142.009233	148.80237	39.367505	42.841122	1	0
KS	KS-22-8	1	1	132.877915	139.089529	32.519615	34.65411	1	0
KS	KS-22-J04C	1	1	134.782659	137.091579	32.891411	34.059915	1	0
KY	KY09-01	56	3	89.809732	143.578711	-8.895356	35.040922	0	0
KY	KY13-02	35	1	136.010676	139.634464	33.03807	35.071973	35	0
KY	KY13-08	34	2	134.485897	139.73708	32.523336	35.085502	34	0
KY	KY10-13	33	1	137.058725	141.855559	20.028194	35.04654	33	0
KY	KY12-08	29	1	89.964151	139.41819	-8.107449	34.930489	0	2
KY	KY14-E02	28	2	141.057992	144.819846	35.80282	41.512625	28	0
KY	KY15-14	28	1	141.268482	145.147757	35.915943	41.24387	0	0
KY	KY08-03	27	3	136.231603	136.916252	32.865089	33.916575	0	0
KY	KY11-E05	27	1	140.989019	144.271376	35.668217	38.353462	27	0
KY	KY14-13	25	1	134.551981	139.436436	32.658142	35.009654	20	0
KY	KY03-01	24	2	140.999065	148.446503	15.360584	19.13477	24	0
KY	KY02-10	23	2	135.145827	156.529725	-2.73305	28.870622	23	0
KY	KY11-02	23	4	126.836642	141.063707	25.44675	35.072634	23	0
KY	KY11-11	23	1	137.750554	142.21221	22.944906	35.063907	23	0
KY	KY03-06	20	2	140.921328	148.525847	16.066487	19.738638	20	0
KY	KY04-11	20	1	135.148357	139.595146	32.88016	35.105141	20	0
KY	KY10-08	20	1	136.243204	138.737173	33.029245	34.546012	20	0
KY	KY12-01	20	2	134.21694	138.616454	32.119942	34.576368	0	20
KY	KY14-14	20	2	133.978357	139.402781	32.681957	35.10175	19	0
KY	KY05-11	18	1	136.134658	145.402745	30.008963	32.170071	18	0
KY	KY07-07	18	1	140.736236	143.002009	21.500052	30.658447	18	0
KY	KY07-15	18	1	140.62392	142.47991	24.141673	31.969397	18	0
KY	KY11-06	17	2	136.049409	139.273919	32.907888	34.827513	17	0
KY	KY00-12	16	2	-179.970191	179.967694	0.449786	10.936045	16	0
KY	KY06-13	16	2	136.01996	138.201038	32.480786	34.525116	16	0
KY	KY10-02	16	1	132.911859	134.611959	31.482567	33.053493	16	0
KY	KY12-09	16	1	134.244426	139.496021	32.595685	34.97551	16	0
KY	KY12-11	16	1	134.365293	139.590419	32.5928	35.011075	16	0
KY	KY13-09	16	1	140.460038	146.565701	32.232762	38.19015	16	0
KY	KY14-07	16	1	132.102647	139.149756	30.750584	34.515266	16	0
KY	KY14-11	16	2	134.508457	139.661932	32.738783	35.090273	16	0
KY	KY04-12	15	1	133.098592	142.98804	29.96045	34.979672	15	0
KY	KY10-10	15	1	141.271174	149.382192	35.669014	41.266973	15	0
KY	KY01-02	14	2	141.883903	150.0998	32.949041	38.081668	14	0
KY	KY03-10	14	1	138.985083	140.539438	30.16384	32.50311	14	0
KY	KY10-15	14	1	136.025315	139.671098	32.692618	35.051633	14	0
KY	KY02-09	13	2	134.050429	137.312324	32.868925	37.908321	13	0
KY	KY07-11	13	1	136.17892	137.05261	32.943826	33.980957	13	0
KY	KY08-02	13	1	138.71923	144.250506	25.677791	35.005583	13	0
KY	KY08-E04	13	1	137.832171	138.683268	29.195681	35.048123	13	0
KY	KY09-06	13	1	136.147692	148.276142	35.738088	41.773961	13	0
KY	KY09-09	13	2	89.933772	95.072423	-8.063028	4.965747	0	13
KY	KY10-05	13	1	137.699994	139.426086	21.803701	31.945701	13	0
KY	KY13-10	13	1	139.47375	146.765435	34.366553	37.441177	13	0
KY	KY14-05	13	1	141.246424	145.162262	35.48091	39.155806	0	0
KY	KY00-02	12	1	141.782701	144.57356	36.243399	40.533617	12	0
KY	KY00-09	12	1	139.118043	144.368685	33.005983	42.632925	12	0
KY	KY02-08	12	1	142.711345	143.794359	14.335836	21.803106	12	0
KY	KY04-14	12	1	135.91417	136.78768	33.171911	33.619334	12	0
KY	KY05-02	12	1	137.182208	143.388157	26.863635	27.499894	12	0
KY	KY09-03	12	1	139.963895	149.382119	34.851552	40.886127	12	0
KY	KY09-E01	12	1	131.573374	133.56542	30.729787	32.545202	12	0
KY	KY12-02	12	1	135.999144	139.49943	32.608421	34.98393	12	0
KY	KY12-16	12	1	138.937533	146.931215	25.550991	34.740995	12	0
KY	KY03-14	11	1	134.968222	137.732676	32.077369	33.186356	11	0
KY	KY05-01	11	1	123.814265	128.078051	24.043242	26.219824	11	0
KY	KY06-01	11	2	139.11776	139.587017	34.790422	35.264069	11	0
KY	KY06-10	11	1	133.557435	143.054795	29.933706	34.975024	11	0
KY	KY11-03	11	1	136.274342	139.521995	33.034199	34.993288	11	0
KY	KY00-08	10	1	138.820035	140.043944	33.551114	34.735886	10	0
KY	KY02-01	10	1	123.060441	124.856074	22.7734	24.263184	10	0
KY	KY04-07	10	2	143.923505	144.870666	41.078607	42.293248	10	0
KY	KY09-08	10	2	138.567655	142.595663	27.63402	31.814424	10	0
KY	KY10-07	10	1	135.881273	139.206852	32.662701	34.741363	10	0
KY	KY13-16	10	1	133.101753	139.541349	31.142814	35.054901	10	0
KY	KY14-03	10	1	123.383131	137.364286	23.546066	34.107065	10	0
KY	KY14-04	10	1	134.471228	138.230367	33.160139	34.568641	10	0
KY	KY14-09	10	1	140.327826	145.841143	27.970446	37.229868	10	0
KY	KY06-08	9	1	138.669634	141.16532	30.200053	33.289154	9	0
KY	KY11-07	9	2	135.053261	139.451956	33.290952	35.211325	9	0
KY	KY11-E02	9	1	139.2694	143.009543	27.535628	34.818826	9	0
KY	KY12-10	9	1	137.808375	142.36577	34.817906	41.643726	9	0
KY	KY12-14	9	1	136.125107	138.757398	32.786007	34.58686	9	0
KY	KY13-15	9	1	138.381925	139.579696	34.577449	35.153123	9	0
KY	KY13-E02	9	1	127.027929	138.826973	26.445027	34.497406	9	0
KY	KY02-11	8	3	122.637465	139.243017	24.113693	35.010404	8	0
KY	KY03-09	8	1	124.08486	134.249803	23.800687	33.183819	8	0
KY	KY08-04	8	1	135.692527	141.889093	31.566961	31.800197	8	0
KY	KY08-08	8	1	139.192311	141.026714	32.288153	32.511195	8	0
KY	KY10-12	8	1	135.14125	139.599226	33.384668	35.099581	8	0
KY	KY13-11	8	1	133.605702	139.037635	31.533932	34.485785	8	0
KY	KY03-ENG	7	1	134.987565	138.672379	32.79719	34.152386	7	0
KY	KY04-01	7	2	134.820709	137.238127	32.444378	33.610023	7	0
KY	KY04-13	7	1	136.008032	137.164735	32.034265	33.92221	7	0
KY	KY06-09	7	1	137.440792	142.626488	28.86707	30.164937	7	0
KY	KY07-06	7	1	135.991321	136.742004	33.335695	33.907213	7	0
KY	KY09-07	7	1	140.141654	146.732752	32.277864	38.106344	7	0
KY	KY09-10	7	1	139.786569	142.598654	27.866697	30.595261	7	0
KY	KY10-11	7	2	139.115215	139.44108	34.970295	35.052126	7	0
KY	KY12-13	7	1	139.637063	140.313006	30.529799	34.876164	7	0
KY	KY14-01	7	1	126.860936	139.361053	26.882011	35.005549	7	0
KY	KY03-11	6	1	136.557328	139.230112	33.666307	35.00819	6	0
KY	KY04-03	6	1	133.152879	134.516658	31.496875	32.865443	6	0
KY	KY04-04	6	1	129.939285	138.654378	31.251279	34.684821	6	0
KY	KY04-06	6	1	136.350533	136.739709	33.100046	34.036279	6	0
KY	KY05-08	6	1	137.857375	138.298808	37.229818	38.014033	6	0
KY	KY06-05	6	1	138.653509	141.16656	30.199591	33.326713	6	0
KY	KY06-14	6	1	138.638449	140.700832	31.406159	32.556641	6	0
KY	KY07-01	6	1	136.511592	137.64219	31.992557	32.734338	6	0
KY	KY07-14	6	1	139.258684	141.130231	34.566975	35.313831	6	0
KY	KY08-06	6	1	136.429764	137.0626	32.913356	33.548646	6	0
KY	KY09-02	6	1	135.621194	139.30762	33.39908	35.08173	6	0
KY	KY10-14	6	1	136.557813	141.091369	32.642962	35.005836	6	0
KY	KY11-08	6	1	136.514552	139.555525	33.454612	35.176462	6	0
KY	KY11-09	6	1	135.977568	139.540492	32.624374	34.957431	6	0
KY	KY13-03	6	1	139.123842	139.685813	34.988294	35.171827	6	0
KY	KY13-07	6	1	135.094757	141.859885	33.380846	34.848466	6	0
KY	KY00-05	5	1	143.071637	146.750953	41.724556	45.464253	5	0
KY	KY04-08	5	2	139.187691	140.197552	30.517887	35.184594	5	0
KY	KY05-07	5	1	139.989278	141.23896	25.845497	31.442902	5	0
KY	KY05-ENG	5	1	136.518712	138.649596	33.57634	34.863795	5	0
KY	KY06-04	5	1	136.02538	136.493295	33.526912	33.951279	5	0
KY	KY06-11	5	1	139.240336	140.508063	29.768531	35.077689	5	0
KY	KY06-12	5	1	133.158227	137.195271	29.979104	32.499086	5	0
KY	KY07-03	5	1	126.691205	127.085399	27.688441	27.898758	5	0
KY	KY08-01	5	2	126.7079614	127.0317866	27.6507749	27.9477756	5	0
KY	KY08-E03	5	1	141.081095	142.099454	27.326014	32.211518	5	0
KY	KY09-05	5	1	138.673697	141.341807	36.164484	42.12451	5	0
KY	KY11-E06	5	1	141.051666	142.225463	35.831159	41.184245	5	0
KY	KY12-07	5	1	135.049688	139.461205	33.277693	34.63245	5	0
KY	KY13-17	5	1	134.474083	138.541604	32.584034	34.566828	5	0
KY	KY15-08	5	1	141.470976	142.340429	37.486936	39.416166	5	0
KY	KY01-06	4	2	137.490808	138.85959	32.876004	34.602564	4	0
KY	KY02-02	4	1	136.480997	136.715509	33.553964	33.809679	4	0
KY	KY02-12	4	1	136.119145	139.291129	32.473503	35.03189	4	0
KY	KY03-08	4	1	125.71891	128.54925	24.130527	26.230825	4	0
KY	KY03-13	4	1	128.122857	130.631443	25.888329	30.098105	4	0
KY	KY04-02	4	1	123.45545	127.120355	24.530631	26.929925	4	0
KY	KY04-05	4	1	132.389811	134.311889	31.553236	32.868843	4	0
KY	KY04-09	4	1	138.976502	141.958951	39.528296	41.50533	4	0
KY	KY05-03	4	1	135.73659	137.689384	32.891606	34.210622	4	0
KY	KY06-02	4	1	137.442467	138.070007	33.848937	34.373664	4	0
KY	KY07-04	4	1	128.697273	129.448764	31.255205	31.780929	4	0
KY	KY07-08	4	1	136.561733	138.568231	33.700542	34.30013	4	0
KY	KY07-09	4	1	137.920121	139.011368	31.136781	32.101632	4	0
KY	KY08-11	4	1	136.551269	136.988431	33.011845	33.442541	4	0
KY	KY09-04	4	1	139.521231	140.384975	32.23709	34.743023	4	0
KY	KY10-03	4	1	136.234981	136.80736	33.357249	33.818007	4	0
KY	KY10-06	4	1	139.718139	140.4129983	32.352817	34.785228	4	0
KY	KY12-12	4	2	139.149216	139.725311	34.981598	35.117704	4	0
KY	KY12-15	4	1	136.572359	138.473437	33.488369	34.14231	4	0
KY	KY13-06	4	1	135.313056	139.190907	33.28428	34.906202	4	0
KY	KY15-01	4	1	138.57222	138.711967	34.615719	35.054019	4	0
KY	KY15-15	4	1	138.580033	140.387307	32.405912	35.057075	4	0
KY	KY00-11	3	1	138.61351	139.78062	34.745148	35.204397	3	0
KY	KY03-05	3	1	136.308654	136.798433	32.963507	33.286817	2	0
KY	KY04-10	3	1	138.57077	138.740573	34.706132	35.064324	3	0
KY	KY05-05	3	1	139.168138	139.716384	34.814256	35.23891	3	0
KY	KY05-06	3	1	139.082402	139.347577	34.612723	35.030892	3	0
KY	KY05-14	3	2	126.745502	136.950244	27.78423	33.634072	3	0
KY	KY06-07	3	1	136.772029	138.558456	33.5919	34.289813	3	0
KY	KY08-05	3	1	136.55572	138.55795	33.54257	34.287971	3	0
KY	KY10-01	3	1	138.53292	139.518242	34.5503	35.082396	3	0
KY	KY11-E07	3	1	138.612453	138.663321	34.795876	35.030367	3	0
KY	KY12-06	3	1	134.981592	139.282586	33.236819	34.869965	3	0
KY	KY13-01	3	1	139.175737	139.803467	34.989136	35.081711	3	0
KY	KY13-E05	3	1	140.412213	142.277695	34.912327	35.167513	3	0
KY	KY14-02	3	1	122.728027	126.027949	24.845157	25.611907	3	0
KY	KY14-16	3	1	138.591808	138.689101	34.770317	35.080999	3	0
KY	KY15-11	3	1	141.277926	143.488169	35.73153	38.474125	2	0
KY	KY15-12	3	1	139.214747	141.576149	33.411214	34.985188	3	0
KY	KY00-10	2	1	138.526042	139.200501	34.742142	34.86181	2	0
KY	KY01-11	2	1	141.91483	147.084615	-2.505831	0.021772	2	0
KY	KY05-04	2	1	138.625945	138.688897	35.012793	35.054847	2	0
KY	KY07-05	2	1	139.357899	141.844729	34.992382	36.127204	2	0
KY	KY07-12	2	1	144.440909	145.227717	32.24268	32.382921	2	0
KY	KY11-01	2	1	139.192372	139.584739	34.987145	35.151521	2	0
KY	KY14-06	2	1	136.527555	137.019505	32.961673	33.579129	2	0
KY	KY14-08	2	1	137.459339	139.546785	33.497146	35.023298	2	0
KY	KY15-07	2	1	139.628753	139.936362	31.949118	34.660842	2	0
KY	KY15-E04	2	1	140.005	140.357681	32.376648	32.834753	2	0
KY	KY01-10	1	1	122.667929	122.726628	24.822993	24.876739	1	0
KY	KY03-07	1	1	140.727819	140.831438	30.740147	30.8403	1	0
KY	KY05-10	1	1	138.582876	138.756084	35.048349	35.058854	1	0
KY	KY06-03	1	1	139.547974	139.614632	34.800695	34.922905	1	0
KY	KY06-06	1	1	138.58224	138.763722	34.664639	35.064744	1	0
KY	KY07-02	1	1	138.605797	138.68997	34.679451	35.056418	1	0
KY	KY10-04	1	1	139.122003	139.314208	34.990899	35.131102	1	0
KY	KY11-10	1	1	139.406691	139.68168	35.059644	35.09353	1	0
KY	KY13-13	1	1	139.731965	140.713426	34.827889	34.956863	1	0
KY	KY13-14	1	1	138.830387	139.724397	34.361318	34.994454	1	0
KY	KY15-02	1	1	139.337265	139.391721	35.06084	35.108156	1	0
KY	KY15-03	1	1	139.208411	139.220293	35.071343	35.118193	1	0
KY	KY15-E03	1	1	137.362012	137.421561	33.514455	33.569012	1	0
MR	MR06-05	88	3	76.974735	150.872797	-7.729966	40.285033	88	0
MR	MR04-08	66	2	133.701288	156.205669	-5.087528	40.950921	66	0
MR	MR02-K06	63	4	-179.780365	179.938536	-5.111015	39.600811	0	63
MR	MR03-K04	61	6	-75.848431	12903.4	-58.268235	-19.8376	29	0
MR	MR06-03	58	2	141.624569	165.16541	34.938061	51.072299	58	0
MR	MR05-03	53	3	88.057427	144.430815	-12.738975	42.527057	53	0
MR	MR01-K04	50	2	-180.020252	180.016957	29.94259	59.004081	48	0
MR	MR04-03	50	2	89.878001	142.712458	-12.785068	40.9449	50	0
MR	MR01-K05	47	4	89.864057	142.519702	-10.043756	41.154175	47	0
MR	MR01-K03	44	1	141.954437	170.508728	25.886564	50.090654	44	0
MR	MR06-04	44	2	-179.670801	170.298759	40.117517	68.506383	44	0
MR	MR00-K06	41	1	-163.687447	167.65532	41.006621	166.961347	35	0
MR	MR00-K08	41	1	-180.009594	179.72414	-0.188897	41.533028	40	0
MR	MR05-04	41	1	-179.85681	179.703157	34.979443	51.349167	41	0
MR	MR06-01	39	1	141.871086	156.163754	-5.070409	38.495376	39	0
MR	MR07-03	38	1	133.83867	156.754026	-5.090286	40.352117	38	0
MR	MR07-01	37	1	141.584252	155.284599	-0.034653	44.09042	37	0
MR	MR00-K07	35	4	89.721483	146.889982	-6.477473	41.360066	35	0
MR	MR00-K03	32	1	141.774557	159.959921	41.09556	49.771636	32	0
MR	MR00-K01	31	1	141.498114	165.565356	32.409462	50.053008	30	0
MR	MR04-05	28	1	-179.978131	179.947541	70.79671	76.587158	28	0
MR	MR02-K03	26	1	127.948379	150.118133	25.288165	41.428797	26	0
MR	MR07-05	25	1	-180.019997	179.87766	34.863692	57.052653	24	0
MR	MR02-K04	24	1	89.911538	142.524134	-9.758918	39.920215	24	0
MR	MR05-01	24	1	141.569675	165.163455	34.882789	51.11826	24	0
MR	MR02-K05	22	1	-166.791636	165.407865	38.932891	54.074776	22	0
MR	MR04-06	22	1	141.514821	165.705741	34.888527	51.435416	22	0
MR	MR04-07	21	1	141.991928	155.424547	-0.031936	40.466436	21	0
MR	MR04-02	20	1	134.546333	165.647037	32.015916	51.070951	20	0
MR	MR04-04	20	1	-179.722908	179.999973	34.92148	57.063314	20	0
MR	MR03-K03	19	1	89.933652	154.084907	-23.433236	6.435425	19	0
MR	MR00-K05	18	1	139.950238	152.652455	29.975677	41.342761	18	0
MR	MR04-01	15	1	110.71675	139.00852	-29.806008	32.831631	15	0
MR	MR01-K02	14	1	140.36895	152.537699	29.931092	41.541807	14	0
MR	MR03-K02	14	1	139.904854	171.753904	9.541129	34.805869	14	0
MR	MR00-K04	11	1	139.685287	142.862313	12.363916	40.502715	11	0
MR	MR02-K02	9	1	142.386156	156.014508	7.924591	41.279588	9	0
MR	MR07-04	6	1	-35.6375	10702.0	-35.6343	235.0475	0	0
MR	MR07-06	6	1	-35.6375	10702.0	-35.6343	235.0475	0	0
MR	MR05-02	3	1	0.0	5371.9	-4.0165	42.2568	0	0
XX		3009	743					0	0
