file_id	subzip_id	relative_path	filename	ext	size_bytes	line_count	col_count	is_ascii	has_header	lon_min	lon_max	lat_min	lat_max	depth_min	depth_max	depth_sign	status	notes	first_lines	used_for_points	data_layout	lon_col	lat_col	depth_col	date_col	time_col	sonar_idx_col	cruise_id_guess	date_guess	track_kind	file_role	include_in_points_raw	exclude_reason	duplicate_group_id	duplicate_candidate
MR07-04_bathymetry_pi::grid_p01.dat	MR07-04_bathymetry_pi	MR07-04_bathymetry_pi/grid_p01.dat	grid_p01.dat	.dat	43933968	1689768.0	3.0	True	False	39.655	47.095	145.4525	235.0475	98.4	7281.5	positive	invalid_lonlat_range	col_range: c1=[39.66,47.09] c2=[145.45,235.05] c3=[98.40,7281.50]; col1/col2 outside lon/lat bounds	 42.9700 145.4525   100.5 | 42.9725 145.4525    98.8 | 42.9675 145.4550   101.2 | 42.9700 145.4550   100.3 | 42.9725 145.4550    98.8	False	unknown_or_non_bathymetry							MR07-04		unknown_or_survey	auxiliary_grid	False	used_for_points_false	5099	True
MR07-04_bathymetry_pi::dist_p01.dat	MR07-04_bathymetry_pi	MR07-04_bathymetry_pi/dist_p01.dat	dist_p01.dat	.dat	4446	117.0	4.0	True	False	0.0	7405.2	39.6945	47.0267	-179.4295	179.4483	mixed	invalid_lonlat_range	col_range: c1=[0.00,7405.20] c2=[39.69,47.03] c3=[-179.43,179.45]; col1/col2 outside lon/lat bounds	    0.0  42.9715  145.4543    P01_1_1 | 10.5  42.8893  145.5183    P01_2_1 | 14.7  42.8552  145.5408    P01_3_1 | 20.8  42.8142  145.5897    P01_4_1 | 41.5  42.6440  145.6927    P01_5_1	False	unknown_or_non_bathymetry							MR07-04		unknown_or_survey	auxiliary_dist	False	used_for_points_false	5093	True
MR07-04_bathymetry_pi::track_p14.dat	MR07-04_bathymetry_pi	MR07-04_bathymetry_pi/track_p14.dat	track_p14.dat	.dat	348285	9951.0	4.0	True	False	0.0	10701.0	-35.6343	58.9938	-179.9969	179.9975	mixed	invalid_lonlat_range	col_range: c1=[0.00,10701.00] c2=[-35.63,58.99] c3=[-180.00,180.00]; col1/col2 outside lon/lat bounds	    0.0 -35.6343  175.0345   224.0 | 1.0 -35.6254  175.0363   235.5 | 2.0 -35.6165  175.0381   245.2 | 3.0 -35.6076  175.0399   254.2 | 4.0 -35.5987  175.0416   262.6	False	unknown_or_non_bathymetry							MR07-04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5109	True
MR07-04_bathymetry_pi::track_p01.dat	MR07-04_bathymetry_pi	MR07-04_bathymetry_pi/track_p01.dat	track_p01.dat	.dat	244475	6985.0	4.0	True	False	0.0	7405.0	39.6972	47.0265	-179.9789	179.9817	mixed	invalid_lonlat_range	col_range: c1=[0.00,7405.00] c2=[39.70,47.03] c3=[-179.98,179.98]; col1/col2 outside lon/lat bounds	    0.0  42.9715  145.4543    99.9 | 1.0  42.9637  145.4604   104.0 | 2.0  42.9559  145.4665   111.9 | 7.0  42.9168  145.4969   159.7 | 8.0  42.9090  145.5030   219.7	False	unknown_or_non_bathymetry							MR07-04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5106	True
MR07-04_bathymetry_pi::dist_p14.dat	MR07-04_bathymetry_pi	MR07-04_bathymetry_pi/dist_p14.dat	dist_p14.dat	.dat	9006	237.0	4.0	True	False	0.0	10702.0	-35.6343	59.0018	-179.9382	179.9085	mixed	invalid_lonlat_range	col_range: c1=[0.00,10702.00] c2=[-35.63,59.00] c3=[-179.94,179.91]; col1/col2 outside lon/lat bounds	    0.0 -35.6343  175.0345   P14C_1_1 | 20.3 -35.4538  175.0707   P14C_2_1 | 45.3 -35.2305  175.1080   P14C_3_1 | 68.9 -35.0205  175.1485   P14C_4_1 | 90.7 -34.8262  175.1848   P14C_5_1	False	unknown_or_non_bathymetry							MR07-04		unknown_or_survey	auxiliary_dist	False	used_for_points_false	5095	True
MR00-K08_bathymetry_dmo::20010102.dat	MR00-K08_bathymetry_dmo	MR00-K08_bathymetry_dmo/20010102.dat	20010102.dat	.dat	18980445	575165.0	3.0	True	False	-180.009594	179.72414	28.612756	30.716955	4023.8	5750.1	positive	invalid_lonlat_range	col_range: c1=[-180.01,179.72] c2=[28.61,30.72] c3=[4023.80,5750.10]; col1/col2 outside lon/lat bounds	 178.199316  30.716955  5440.100 | 178.198964  30.715530  5445.600 | 178.198544  30.713835  5452.500 | 178.198191  30.712412  5447.300 | 178.197823  30.710926  5442.100	False	unknown_or_non_bathymetry							MR00-K08	20010102	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	218	False
MR03-K04_leg2_bathymetry_dmo::grid_i04.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/grid_i04.dat	grid_i04.dat	.dat	7276696	259882.0	3.0	True	False	35.36317	43.88279	-24.72478	-24.59508	123.7	4147.7	positive	ok_xyz_3col		  35.36317 -24.66733  124.5 | 35.36317 -24.66898  125.7 | 35.36317 -24.67062  125.5 | 35.36497 -24.66569  123.7 | 35.36497 -24.66733  124.6	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K04		unknown_or_survey	auxiliary_grid	False	auxiliary_grid	5098	True
MR03-K04_leg2_bathymetry_dmo::track_p06.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/track_p06.dat	track_p06.dat	.dat	450065	12859.0	4.0	True	False	0.0	12903.4	-32.517	-30.006	-179.997	179.992	mixed	invalid_lonlat_range	col_range: c1=[0.00,12903.40] c2=[-32.52,-30.01] c3=[-180.00,179.99]; col1/col2 outside lon/lat bounds	    0.0  -30.095  153.483    92.2 | 1.0  -30.093  153.493    97.7 | 2.0  -30.090  153.503   105.3 | 3.0  -30.088  153.513   114.5 | 4.0  -30.086  153.523   135.8	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5107	True
MR03-K04_leg2_bathymetry_dmo::grid_p06.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/grid_p06.dat	grid_p06.dat	.dat	145156646	5763917.0	3.0	True	False	153.47031	288.504	-32.61158	-29.94347	91.2	10108.0	positive	ok_xyz_3col		153.47031 -30.10138 91.2 | 153.47211 -30.09982 92.6 | 153.47211 -30.10138 92.7 | 153.47211 -30.10294 92.5 | 153.47211 -30.10450 91.5	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K04		unknown_or_survey	auxiliary_grid	False	auxiliary_grid	5100	True
MR03-K04_leg2_bathymetry_dmo::track_i04.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/track_i04.dat	track_i04.dat	.dat	30170	862.0	4.0	True	False	0.0	861.0	-24.673	-24.655	35.365	43.869	positive	invalid_lonlat_range	col_range: c1=[0.00,861.00] c2=[-24.67,-24.66] c3=[35.37,43.87]; col1/col2 outside lon/lat bounds	    0.0  -24.667   35.365   124.5 | 1.0  -24.667   35.375   136.5 | 2.0  -24.667   35.385   150.5 | 3.0  -24.667   35.395   164.2 | 4.0  -24.667   35.405   176.7	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5105	True
MR03-K04_leg2_bathymetry_dmo::grid_a10.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/grid_a10.dat	grid_a10.dat	.dat	56804816	2282875.0	3.0	True	False	312.603	375.003	-30.27135	-27.72874	160.9	5625.3	positive	invalid_lonlat_range	col_range: c1=[312.60,375.00] c2=[-30.27,-27.73] c3=[160.90,5625.30]; col1/col2 outside lon/lat bounds	312.603 -27.73034 178.6 | 312.603 -27.73194 179.3 | 312.604 -27.72874 178.7 | 312.604 -27.73034 178.9 | 312.604 -27.73194 180.0	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_grid	False	used_for_points_false	5096	True
MR03-K04_leg2_bathymetry_dmo::track_i03.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/track_i03.dat	track_i03.dat	.dat	237265	6779.0	4.0	True	False	0.0	6851.9	-22.226	-19.975	48.914	113.76	positive	invalid_lonlat_range	col_range: c1=[0.00,6851.90] c2=[-22.23,-19.98] c3=[48.91,113.76]; col1/col2 outside lon/lat bounds	    0.0  -20.004   48.914   233.5 | 1.0  -20.005   48.924   372.2 | 2.0  -20.005   48.933   483.4 | 3.0  -20.006   48.943   594.2 | 4.0  -20.006   48.952   672.3	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5104	True
MR03-K04_leg2_bathymetry_dmo::grid_i03.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/grid_i03.dat	grid_i03.dat	.dat	66307556	2368127.0	3.0	True	False	48.91144	113.76225	-22.2359	-19.8376	138.9	6622.9	positive	ok_xyz_3col		  48.91144 -20.00729  266.2 | 48.91144 -20.00899  289.0 | 48.91324 -20.00390  230.5 | 48.91324 -20.00559  243.3 | 48.91324 -20.00729  255.2	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K04		unknown_or_survey	auxiliary_grid	False	auxiliary_grid	5097	True
MR03-K04_leg2_bathymetry_dmo::track_a10.dat	MR03-K04_leg2_bathymetry_dmo	MR03-K04_leg2_bathymetry_dmo/track_a10.dat	track_a10.dat	.dat	214235	6121.0	4.0	True	False	0.0	6136.9	-30.216	-27.732	-47.39	15.003	mixed	invalid_lonlat_range	col_range: c1=[0.00,6136.90] c2=[-30.22,-27.73] c3=[-47.39,15.00]; col1/col2 outside lon/lat bounds	    0.0  -27.732  -47.390   181.6 | 1.0  -27.734  -47.380   185.7 | 2.0  -27.736  -47.370   190.5 | 3.0  -27.738  -47.360   195.4 | 4.0  -27.740  -47.350   201.0	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5103	True
MR00-K06_bathymetry_dmo::20001011.dat	MR00-K06_bathymetry_dmo	MR00-K06_bathymetry_dmo/20001011.dat	20001011.dat	.dat	19829337	600889.0	3.0	True	False	37.583345	39.562135	145.233939	151.262581	4744.9	6163.2	positive	invalid_lonlat_range	col_range: c1=[37.58,39.56] c2=[145.23,151.26] c3=[4744.90,6163.20]; col1/col2 outside lon/lat bounds	  37.688601 151.238700  5910.000 | 37.687048 151.237299  5907.200 | 37.685627 151.236018  5909.700 | 37.684146 151.234682  5910.900 | 37.682603 151.233292  5906.600	False	unknown_or_non_bathymetry							MR00-K06	20001011	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	148	False
MR00-K06_bathymetry_dmo::20001008.dat	MR00-K06_bathymetry_dmo	MR00-K06_bathymetry_dmo/20001008.dat	20001008.dat	.dat	9708765	294205.0	3.0	True	False	47.79828	49.610661	158.209039	162.432685	4703.4	5861.0	positive	invalid_lonlat_range	col_range: c1=[47.80,49.61] c2=[158.21,162.43] c3=[4703.40,5861.00]; col1/col2 outside lon/lat bounds	  49.507898 162.430299  5814.500 | 49.510075 162.428269  5816.200 | 49.511649 162.426802  5812.800 | 49.513136 162.425416  5813.800 | 49.514736 162.423924  5821.100	False	unknown_or_non_bathymetry							MR00-K06	20001008	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	145	False
MR00-K06_bathymetry_dmo::20001007.dat	MR00-K06_bathymetry_dmo	MR00-K06_bathymetry_dmo/20001007.dat	20001007.dat	.dat	11150040	337880.0	3.0	True	False	49.50102	51.411847	162.332387	166.961347	3244.1	5871.2	positive	invalid_lonlat_range	col_range: c1=[49.50,51.41] c2=[162.33,166.96] c3=[3244.10,5871.20]; col1/col2 outside lon/lat bounds	  51.341677 166.961347  3261.500 | 51.343187 166.959894  3264.600 | 51.344135 166.958982  3275.400 | 51.345137 166.958015  3290.500 | 51.346130 166.957058  3301.900	False	unknown_or_non_bathymetry							MR00-K06	20001007	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	144	False
MR00-K06_bathymetry_dmo::20001010.dat	MR00-K06_bathymetry_dmo	MR00-K06_bathymetry_dmo/20001010.dat	20001010.dat	.dat	17073210	517370.0	3.0	True	False	37.562102	40.028663	150.934271	151.614918	4804.2	8040.2	positive	invalid_lonlat_range	col_range: c1=[37.56,40.03] c2=[150.93,151.61] c3=[4804.20,8040.20]; col1/col2 outside lon/lat bounds	  40.006619 151.606532  5332.800 | 40.006935 151.604412  5342.500 | 40.007210 151.602569  5350.000 | 40.007622 151.599815  5352.200 | 40.007896 151.597997  5345.500	False	unknown_or_non_bathymetry							MR00-K06	20001010	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	147	False
MR00-K06_bathymetry_dmo::20001009.dat	MR00-K06_bathymetry_dmo	MR00-K06_bathymetry_dmo/20001009.dat	20001009.dat	.dat	11744700	355900.0	3.0	True	False	40.00788	44.007933	151.458826	153.86459	1499.2	8576.0	positive	invalid_lonlat_range	col_range: c1=[40.01,44.01] c2=[151.46,153.86] c3=[1499.20,8576.00]; col1/col2 outside lon/lat bounds	  43.986366 153.858073  5257.200 | 43.986686 153.855783  5250.900 | 43.987069 153.853042  5245.200 | 43.987424 153.850498  5247.200 | 43.987795 153.847839  5249.300	False	unknown_or_non_bathymetry							MR00-K06	20001009	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	146	False
MR00-K06_bathymetry_dmo::20001012.dat	MR00-K06_bathymetry_dmo	MR00-K06_bathymetry_dmo/20001012.dat	20001012.dat	.dat	65485266	1984402.0	3.0	True	False	39.447465	40.591134	141.682521	145.284262	70.45	7593.9	positive	invalid_lonlat_range	col_range: c1=[39.45,40.59] c2=[141.68,145.28] c3=[70.45,7593.90]; col1/col2 outside lon/lat bounds	  39.451252 145.233194  5434.200 | 39.453254 145.234122  5429.200 | 39.454915 145.234892  5424.300 | 39.456685 145.235713  5421.100 | 39.458182 145.236408  5422.800	False	unknown_or_non_bathymetry							MR00-K06	20001012	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	149	False
MR03-K04_leg5_bathymetry_dmo::grid_i04.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/grid_i04.dat	grid_i04.dat	.dat	7276696	259882.0	3.0	True	False	35.36317	43.88279	-24.72478	-24.59508	123.7	4147.7	positive	ok_xyz_3col		  35.36317 -24.66733  124.5 | 35.36317 -24.66898  125.7 | 35.36317 -24.67062  125.5 | 35.36497 -24.66569  123.7 | 35.36497 -24.66733  124.6	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K04		unknown_or_survey	auxiliary_grid	False	auxiliary_grid	5098	True
MR03-K04_leg5_bathymetry_dmo::track_p06.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/track_p06.dat	track_p06.dat	.dat	450065	12859.0	4.0	True	False	0.0	12903.4	-32.517	-30.006	-179.997	179.992	mixed	invalid_lonlat_range	col_range: c1=[0.00,12903.40] c2=[-32.52,-30.01] c3=[-180.00,179.99]; col1/col2 outside lon/lat bounds	    0.0  -30.095  153.483    92.2 | 1.0  -30.093  153.493    97.7 | 2.0  -30.090  153.503   105.3 | 3.0  -30.088  153.513   114.5 | 4.0  -30.086  153.523   135.8	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5107	True
MR03-K04_leg5_bathymetry_dmo::grid_p06.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/grid_p06.dat	grid_p06.dat	.dat	145156646	5763917.0	3.0	True	False	153.47031	288.504	-32.61158	-29.94347	91.2	10108.0	positive	ok_xyz_3col		153.47031 -30.10138 91.2 | 153.47211 -30.09982 92.6 | 153.47211 -30.10138 92.7 | 153.47211 -30.10294 92.5 | 153.47211 -30.10450 91.5	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K04		unknown_or_survey	auxiliary_grid	False	auxiliary_grid	5100	True
MR03-K04_leg5_bathymetry_dmo::track_i04.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/track_i04.dat	track_i04.dat	.dat	30170	862.0	4.0	True	False	0.0	861.0	-24.673	-24.655	35.365	43.869	positive	invalid_lonlat_range	col_range: c1=[0.00,861.00] c2=[-24.67,-24.66] c3=[35.37,43.87]; col1/col2 outside lon/lat bounds	    0.0  -24.667   35.365   124.5 | 1.0  -24.667   35.375   136.5 | 2.0  -24.667   35.385   150.5 | 3.0  -24.667   35.395   164.2 | 4.0  -24.667   35.405   176.7	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5105	True
MR03-K04_leg5_bathymetry_dmo::grid_a10.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/grid_a10.dat	grid_a10.dat	.dat	56804816	2282875.0	3.0	True	False	312.603	375.003	-30.27135	-27.72874	160.9	5625.3	positive	invalid_lonlat_range	col_range: c1=[312.60,375.00] c2=[-30.27,-27.73] c3=[160.90,5625.30]; col1/col2 outside lon/lat bounds	312.603 -27.73034 178.6 | 312.603 -27.73194 179.3 | 312.604 -27.72874 178.7 | 312.604 -27.73034 178.9 | 312.604 -27.73194 180.0	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_grid	False	used_for_points_false	5096	True
MR03-K04_leg5_bathymetry_dmo::track_i03.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/track_i03.dat	track_i03.dat	.dat	237265	6779.0	4.0	True	False	0.0	6851.9	-22.226	-19.975	48.914	113.76	positive	invalid_lonlat_range	col_range: c1=[0.00,6851.90] c2=[-22.23,-19.98] c3=[48.91,113.76]; col1/col2 outside lon/lat bounds	    0.0  -20.004   48.914   233.5 | 1.0  -20.005   48.924   372.2 | 2.0  -20.005   48.933   483.4 | 3.0  -20.006   48.943   594.2 | 4.0  -20.006   48.952   672.3	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5104	True
MR03-K04_leg5_bathymetry_dmo::grid_i03.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/grid_i03.dat	grid_i03.dat	.dat	66307556	2368127.0	3.0	True	False	48.91144	113.76225	-22.2359	-19.8376	138.9	6622.9	positive	ok_xyz_3col		  48.91144 -20.00729  266.2 | 48.91144 -20.00899  289.0 | 48.91324 -20.00390  230.5 | 48.91324 -20.00559  243.3 | 48.91324 -20.00729  255.2	True	lon_lat_depth_3col	0.0	1.0	2.0				MR03-K04		unknown_or_survey	auxiliary_grid	False	auxiliary_grid	5097	True
MR03-K04_leg5_bathymetry_dmo::track_a10.dat	MR03-K04_leg5_bathymetry_dmo	MR03-K04_leg5_bathymetry_dmo/track_a10.dat	track_a10.dat	.dat	214235	6121.0	4.0	True	False	0.0	6136.9	-30.216	-27.732	-47.39	15.003	mixed	invalid_lonlat_range	col_range: c1=[0.00,6136.90] c2=[-30.22,-27.73] c3=[-47.39,15.00]; col1/col2 outside lon/lat bounds	    0.0  -27.732  -47.390   181.6 | 1.0  -27.734  -47.380   185.7 | 2.0  -27.736  -47.370   190.5 | 3.0  -27.738  -47.360   195.4 | 4.0  -27.740  -47.350   201.0	False	unknown_or_non_bathymetry							MR03-K04		unknown_or_survey	auxiliary_track	False	used_for_points_false	5103	True
MR01-K04_leg2_bathymetry_dmo::20010902.dat	MR01-K04_leg2_bathymetry_dmo	MR01-K04_leg2_bathymetry_dmo/20010902.dat	20010902.dat	.dat	32297661	978717.0	3.0	True	False	-179.385463	180.016957	53.298983	55.769057	466.05	4054.7	positive	invalid_lonlat_range	col_range: c1=[-179.39,180.02] c2=[53.30,55.77] c3=[466.05,4054.70]; col1/col2 outside lon/lat bounds	-178.087481  55.678334  3795.500 | -178.088485  55.680074  3794.600 | -178.089235  55.681370  3791.800 | -178.090251  55.683129  3790.700 | -178.091130  55.684648  3787.000	False	unknown_or_non_bathymetry							MR01-K04	20010902	unknown_or_survey	nonstandard_or_invalid	False	used_for_points_false	402	False
